story_index,doc_key,story_id,model_type,prompt_type,seed,num_story_images,source_file
819,11719,39,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
820,11543,40,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
821,3761,41,internvl3,large,42,4,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
822,11260,42,internvl3,large,42,6,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
823,948,43,internvl3,large,42,7,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
824,4797,44,internvl3,large,42,7,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
825,4047,45,internvl3,large,42,6,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
826,723,46,internvl3,large,42,4,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
827,9334,47,internvl3,large,42,7,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
828,11678,48,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
829,6215,49,internvl3,large,42,7,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
830,5540,50,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
831,5265,51,internvl3,large,42,9,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
832,1467,52,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
833,11541,53,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
834,8061,54,internvl3,large,42,8,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
835,8085,55,internvl3,large,42,6,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
836,4173,56,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
837,733,57,internvl3,large,42,6,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
838,2702,58,internvl3,large,42,6,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
839,7150,59,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
840,6878,0,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
841,12423,1,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
842,12358,2,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
843,6111,3,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
844,2702,4,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
845,723,5,internvl3,large,43,9,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
846,5265,6,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
847,7150,7,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
848,2400,8,internvl3,large,43,8,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
849,8061,9,internvl3,large,43,9,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
850,9418,10,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
851,345,11,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
852,4797,12,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
853,1111,13,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
854,6215,14,internvl3,large,43,7,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
855,5201,15,internvl3,large,43,9,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
856,3891,16,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
857,11543,17,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
858,6729,18,internvl3,large,43,7,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
859,7702,19,internvl3,large,43,8,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
860,10408,20,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
861,11719,21,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
862,11541,22,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
863,3295,23,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
864,7195,24,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
865,4173,25,internvl3,large,43,7,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
866,8085,26,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
867,6921,27,internvl3,large,43,7,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
868,1214,28,internvl3,large,43,7,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
869,11260,29,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
870,5721,30,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
871,721,31,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
872,13596,32,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
873,5349,33,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
874,5062,34,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
875,5047,35,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
876,10499,36,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
877,2722,37,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
878,13683,38,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
879,4047,39,internvl3,large,43,8,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
880,11340,40,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
881,6847,41,internvl3,large,43,8,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
882,733,42,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
883,515,43,internvl3,large,43,7,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
884,11678,44,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
885,10486,45,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
886,3761,46,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
887,8154,47,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
888,5540,48,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
889,11457,49,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
890,9334,50,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
891,1467,51,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
892,1201,52,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
893,7065,53,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
894,2926,54,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
895,8551,55,internvl3,large,43,7,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
896,948,56,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
897,3230,57,internvl3,large,43,5,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
898,7596,58,internvl3,large,43,6,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
899,9914,59,internvl3,large,43,7,internvl3_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
900,12423,0,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
901,723,1,internvl3,large,44,9,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
902,345,2,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
903,11457,3,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
904,5047,4,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
905,6847,5,internvl3,large,44,9,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
906,2926,6,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
907,4173,7,internvl3,large,44,8,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
908,9334,8,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
909,515,9,internvl3,large,44,10,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
910,7150,10,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
911,12358,11,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
912,1214,12,internvl3,large,44,7,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
913,11541,13,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
914,5265,14,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
915,10486,15,internvl3,large,44,7,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
916,2722,16,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
917,6111,17,internvl3,large,44,7,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
918,6878,18,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
919,8551,19,internvl3,large,44,3,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
920,948,20,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
921,6729,21,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
922,8154,22,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
923,721,23,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
924,2702,24,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
925,11543,25,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
926,5540,26,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
927,10499,27,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
928,4047,28,internvl3,large,44,8,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
929,8085,29,internvl3,large,44,8,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
930,7596,30,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
931,2400,31,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
932,10408,32,internvl3,large,44,7,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
933,8061,33,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
934,1111,34,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
935,1467,35,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
936,11719,36,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
937,7195,37,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
938,13596,38,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
939,3230,39,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
940,5201,40,internvl3,large,44,9,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
941,3761,41,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
942,11260,42,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
943,11678,43,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
944,6921,44,internvl3,large,44,7,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
945,6215,45,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
946,9418,46,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
947,7065,47,internvl3,large,44,7,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
948,5062,48,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
949,1201,49,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
950,9914,50,internvl3,large,44,8,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
951,3295,51,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
952,7702,52,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
953,3891,53,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
954,4797,54,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
955,13683,55,internvl3,large,44,7,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
956,5349,56,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
957,733,57,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
958,11340,58,internvl3,large,44,6,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
959,5721,59,internvl3,large,44,5,internvl3_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
960,1111,0,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
961,3761,1,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
962,6847,2,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
963,13596,3,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
964,8085,4,internvl3,original,42,9,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
965,6878,5,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
966,1201,6,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
967,515,7,internvl3,original,42,7,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
968,11719,8,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
969,11543,9,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
970,345,10,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
971,11340,11,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
972,12423,12,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
973,5201,13,internvl3,original,42,9,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
974,723,14,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
975,9914,15,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
976,2702,16,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
977,9418,17,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
978,8061,18,internvl3,original,42,9,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
979,9334,19,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
980,5265,20,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
981,4797,21,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
982,5540,22,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
983,948,23,internvl3,original,42,7,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
984,7150,24,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
985,6921,25,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
986,6111,26,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
987,2722,27,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
988,12358,28,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
989,7065,29,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
990,7702,30,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
991,11260,31,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
992,11457,32,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
993,4173,33,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
994,13683,34,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
995,7596,35,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
996,733,36,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
997,7195,37,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
998,10408,38,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
999,5349,39,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1000,8154,40,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1001,6215,41,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1002,2926,42,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1003,1467,43,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1004,5721,44,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1005,1214,45,internvl3,original,42,7,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1006,3295,46,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1007,5062,47,internvl3,original,42,4,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1008,11541,48,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1009,4047,49,internvl3,original,42,8,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1010,10486,50,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1011,3230,51,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1012,11678,52,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1013,8551,53,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1014,3891,54,internvl3,original,42,9,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1015,6729,55,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1016,5047,56,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1017,10499,57,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1018,2400,58,internvl3,original,42,8,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1019,721,59,internvl3,original,42,7,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1020,2400,0,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1021,5062,1,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1022,1214,2,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1023,515,3,llama4scout,large,42,11,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1024,11340,4,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1025,10499,5,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1026,9334,6,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1027,5201,7,llama4scout,large,42,11,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1028,6111,8,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1029,2926,9,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1030,2702,10,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1031,1111,11,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1032,948,12,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1033,345,13,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1034,721,14,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1035,8085,15,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1036,4797,16,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1037,1467,17,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1038,3761,18,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1039,11260,19,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1040,4047,20,llama4scout,large,42,9,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1041,6878,21,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1042,7596,22,llama4scout,large,42,8,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1043,6729,23,llama4scout,large,42,10,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1044,5349,24,llama4scout,large,42,7,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1045,10486,25,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1046,7150,26,llama4scout,large,42,7,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1047,9418,27,llama4scout,large,42,7,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1048,11543,28,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1049,8154,29,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1050,3230,30,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1051,3891,31,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1052,4173,32,llama4scout,large,42,10,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1053,11541,33,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1054,7195,34,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1055,5265,35,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1056,7065,36,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1057,11457,37,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1058,2722,38,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1059,11719,39,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1060,3295,40,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1061,723,41,llama4scout,large,42,11,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1062,733,42,llama4scout,large,42,7,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1063,5540,43,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1064,6215,44,llama4scout,large,42,8,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1065,12358,45,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1066,5047,46,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1067,6921,47,llama4scout,large,42,7,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1068,13683,48,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1069,6847,49,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1070,11678,50,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1071,8551,51,llama4scout,large,42,9,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1072,10408,52,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1073,1201,53,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1074,9914,54,llama4scout,large,42,7,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1075,7702,55,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1076,13596,56,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1077,8061,57,llama4scout,large,42,8,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
1078,12423,58,llama4scout,large,42,8,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
